building	effect	effect_scope	value	value_damaged	value_ruined
3c_barb_commons_nomad_storage_2	rom_building_food_reserves	this_region	2.0	2.0	0.0
3c_barb_commons_nomad_storage_2	rom_building_gdp_subsistence	this_building	80.0	40.0	0.0
3c_barb_commons_nomad_storage_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
3c_barb_commons_nomad_storage_2	rom_building_replenishment_land	regions_in_this_province	10.0	5.0	0.0
3c_barb_commons_nomad_storage_2	rom_building_road	this_region	2.0	2.0	2.0
3c_barb_commons_nomad_storage_2	rom_building_squalor	this_region	2.0	3.0	4.0
3c_barb_commons_nomad_storage_3	rom_building_food_reserves	this_region	4.0	4.0	0.0
3c_barb_commons_nomad_storage_3	rom_building_gdp_subsistence	this_building	160.0	80.0	0.0
3c_barb_commons_nomad_storage_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_barb_commons_nomad_storage_3	rom_building_replenishment_land	regions_in_this_province	20.0	10.0	0.0
3c_barb_commons_nomad_storage_3	rom_building_road	this_region	2.0	2.0	2.0
3c_barb_commons_nomad_storage_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_commons_nomad_storage_4	rom_building_food_reserves	this_region	6.0	6.0	0.0
3c_barb_commons_nomad_storage_4	rom_building_gdp_subsistence	this_building	320.0	160.0	0.0
3c_barb_commons_nomad_storage_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_barb_commons_nomad_storage_4	rom_building_replenishment_land	regions_in_this_province	30.0	15.0	0.0
3c_barb_commons_nomad_storage_4	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_commons_nomad_storage_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_barb_commons_slave_2	3c_banditry_building	this_province	6.0	6.0	6.0
3c_barb_commons_slave_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	15.0	5.0	0.0
3c_barb_commons_slave_2	rom_building_gdp_mod_industry	regions_in_this_province	15.0	5.0	0.0
3c_barb_commons_slave_2	rom_building_gdp_trade_local	this_building	200.0	50.0	0.0
3c_barb_commons_slave_2	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_barb_commons_slave_2	rom_building_road	this_region	2.0	2.0	2.0
3c_barb_commons_slave_2	rom_building_slave_decrease_mod	this_province	25.0	13.0	0.0
3c_barb_commons_slave_2	rom_building_slave_gpd_mod	this_province	25.0	13.0	0.0
3c_barb_commons_slave_2	rom_building_squalor	this_region	2.0	3.0	4.0
3c_barb_commons_slave_3	3c_banditry_building	this_province	8.0	8.0	8.0
3c_barb_commons_slave_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	30.0	10.0	0.0
3c_barb_commons_slave_3	rom_building_gdp_mod_industry	regions_in_this_province	30.0	10.0	0.0
3c_barb_commons_slave_3	rom_building_gdp_trade_local	this_building	500.0	125.0	0.0
3c_barb_commons_slave_3	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_barb_commons_slave_3	rom_building_road	this_region	2.0	2.0	2.0
3c_barb_commons_slave_3	rom_building_slave_decrease_mod	this_province	50.0	25.0	0.0
3c_barb_commons_slave_3	rom_building_slave_gpd_mod	this_province	50.0	25.0	0.0
3c_barb_commons_slave_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_commons_storage_2	rom_building_food_reserves	this_region	2.0	2.0	0.0
3c_barb_commons_storage_2	rom_building_gdp_subsistence	this_building	80.0	40.0	0.0
3c_barb_commons_storage_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
3c_barb_commons_storage_2	rom_building_replenishment_land	regions_in_this_province	10.0	5.0	0.0
3c_barb_commons_storage_2	rom_building_road	this_region	2.0	2.0	2.0
3c_barb_commons_storage_2	rom_building_squalor	this_region	2.0	3.0	4.0
3c_barb_commons_storage_3	rom_building_food_reserves	this_region	4.0	4.0	0.0
3c_barb_commons_storage_3	rom_building_gdp_subsistence	this_building	160.0	80.0	0.0
3c_barb_commons_storage_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_barb_commons_storage_3	rom_building_replenishment_land	regions_in_this_province	20.0	10.0	0.0
3c_barb_commons_storage_3	rom_building_road	this_region	2.0	2.0	2.0
3c_barb_commons_storage_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_commons_storage_4	rom_building_food_reserves	this_region	6.0	6.0	0.0
3c_barb_commons_storage_4	rom_building_gdp_subsistence	this_building	320.0	160.0	0.0
3c_barb_commons_storage_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_barb_commons_storage_4	rom_building_replenishment_land	regions_in_this_province	30.0	15.0	0.0
3c_barb_commons_storage_4	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_commons_storage_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_barb_craftsmen_1	rom_building_gdp_industry_manufacture	this_building	70.0	35.0	0.0
3c_barb_craftsmen_pot_2	rom_building_gdp_industry_manufacture	this_building	140.0	70.0	0.0
3c_barb_craftsmen_pot_2	rom_building_gdp_mod_trade_all	regions_in_this_province	3.0	2.0	0.0
3c_barb_craftsmen_pot_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
3c_barb_craftsmen_pot_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_craftsmen_pot_3	rom_building_gdp_industry_manufacture	this_building	210.0	105.0	0.0
3c_barb_craftsmen_pot_3	rom_building_gdp_mod_trade_all	regions_in_this_province	6.0	3.0	0.0
3c_barb_craftsmen_pot_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_barb_craftsmen_pot_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_craftsmen_pot_4	rom_building_gdp_industry_manufacture	this_building	320.0	160.0	0.0
3c_barb_craftsmen_pot_4	rom_building_gdp_mod_trade_all	regions_in_this_province	9.0	5.0	0.0
3c_barb_craftsmen_pot_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_barb_craftsmen_pot_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_barb_craftsmen_salt_2	rom_building_gdp_mod_agriculture_all	regions_in_this_province	3.0	2.0	0.0
3c_barb_craftsmen_salt_2	rom_building_gdp_trade_local	this_building	100.0	50.0	0.0
3c_barb_craftsmen_salt_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
3c_barb_craftsmen_salt_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_craftsmen_salt_3	rom_building_gdp_mod_agriculture_all	regions_in_this_province	6.0	3.0	0.0
3c_barb_craftsmen_salt_3	rom_building_gdp_trade_local	this_building	175.0	87.0	0.0
3c_barb_craftsmen_salt_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_barb_craftsmen_salt_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_craftsmen_salt_4	rom_building_gdp_mod_agriculture_all	regions_in_this_province	9.0	5.0	0.0
3c_barb_craftsmen_salt_4	rom_building_gdp_trade_local	this_building	250.0	125.0	0.0
3c_barb_craftsmen_salt_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_barb_craftsmen_salt_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_barb_craftsmen_wood_2	rom_building_gdp_industry_manufacture	this_building	80.0	40.0	0.0
3c_barb_craftsmen_wood_2	rom_building_public_order_happiness	this_province	-2.0	-1.0	0.0
3c_barb_craftsmen_wood_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_craftsmen_wood_3	rom_building_gdp_industry_manufacture	this_building	90.0	45.0	0.0
3c_barb_craftsmen_wood_3	rom_building_public_order_happiness	this_province	-4.0	-2.0	0.0
3c_barb_craftsmen_wood_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_craftsmen_wood_4	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_barb_craftsmen_wood_4	rom_building_public_order_happiness	this_province	-8.0	-4.0	0.0
3c_barb_craftsmen_wood_4	rom_building_squalor	this_region	6.0	9.0	12.0
3c_barb_glass_1	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_barb_glass_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_barb_glass_1	rom_building_research_points	this_faction	4.0	2.0	0.0
3c_barb_glass_1	rom_building_resource_glass_production	this_building	40.0	0.0	0.0
3c_barb_glass_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_glass_2	rom_building_food_consumption	this_region	1.0	1.0	0.0
3c_barb_glass_2	rom_building_gdp_industry_manufacture	this_building	150.0	75.0	0.0
3c_barb_glass_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_barb_glass_2	rom_building_public_order_happiness	this_province	1.0	1.0	0.0
3c_barb_glass_2	rom_building_research_points	this_faction	8.0	4.0	0.0
3c_barb_glass_2	rom_building_resource_glass_production	this_building	80.0	0.0	0.0
3c_barb_glass_2	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_glass_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_glass_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_glass_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_barb_glass_3	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
3c_barb_glass_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_barb_glass_3	rom_building_public_order_happiness	this_province	2.0	1.0	0.0
3c_barb_glass_3	rom_building_research_points	this_faction	12.0	6.0	0.0
3c_barb_glass_3	rom_building_resource_glass_production	this_building	120.0	0.0	0.0
3c_barb_glass_3	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_glass_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_glass_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_glass_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_barb_glass_4	rom_building_gdp_industry_manufacture	this_building	300.0	150.0	0.0
3c_barb_glass_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_barb_glass_4	rom_building_public_order_happiness	this_province	3.0	2.0	0.0
3c_barb_glass_4	rom_building_research_points	this_faction	16.0	8.0	0.0
3c_barb_glass_4	rom_building_resource_glass_production	this_building	160.0	0.0	0.0
3c_barb_glass_4	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_glass_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_barb_glass_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_gold_1	rom_building_gdp_industry_mining	this_building	200.0	100.0	0.0
3c_barb_gold_1	rom_building_gdp_mod_industry_mining	in_all_your_regions	5.0	3.0	0.0
3c_barb_gold_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_barb_gold_1	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_gold_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_gold_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_barb_gold_2	rom_building_gdp_industry_mining	this_building	350.0	175.0	0.0
3c_barb_gold_2	rom_building_gdp_mod_industry_mining	in_all_your_regions	10.0	5.0	0.0
3c_barb_gold_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_barb_gold_2	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_gold_2	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_gold_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_gold_3	rom_building_food_consumption	this_region	4.0	4.0	0.0
3c_barb_gold_3	rom_building_gdp_industry_mining	this_building	500.0	250.0	0.0
3c_barb_gold_3	rom_building_gdp_mod_industry_mining	in_all_your_regions	15.0	7.0	0.0
3c_barb_gold_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_barb_gold_3	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_gold_3	rom_building_squalor	this_region	5.0	8.0	10.0
3c_barb_gold_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_gold_4	rom_building_food_consumption	this_region	8.0	8.0	0.0
3c_barb_gold_4	rom_building_gdp_industry_mining	this_building	700.0	350.0	0.0
3c_barb_gold_4	rom_building_gdp_mod_industry_mining	in_all_your_regions	20.0	10.0	0.0
3c_barb_gold_4	rom_building_gdp_mod_trade_all	regions_in_this_province	5.0	5.0	0.0
3c_barb_gold_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_barb_gold_4	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_gold_4	rom_building_squalor	this_region	8.0	12.0	16.0
3c_barb_gold_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_grain_1	rom_building_food_farming_grain	in_all_your_regions_in_adjacent_provinces	1.0	1.0	0.0
3c_barb_grain_1	rom_building_food_farming_grain_local_province	regions_in_this_province	1.0	1.0	0.0
3c_barb_grain_1	rom_building_gdp_agriculture_farming	this_building	40.0	20.0	0.0
3c_barb_grain_1	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	10.0	5.0	0.0
3c_barb_grain_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_barb_grain_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_grain_2	rom_building_food_farming_grain	in_all_your_regions_in_adjacent_provinces	2.0	1.0	0.0
3c_barb_grain_2	rom_building_food_farming_grain_local_province	regions_in_this_province	2.0	1.0	0.0
3c_barb_grain_2	rom_building_gdp_agriculture_farming	this_building	60.0	30.0	0.0
3c_barb_grain_2	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	20.0	10.0	0.0
3c_barb_grain_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_barb_grain_2	rom_building_road	this_region	3.0	3.0	3.0
3c_barb_grain_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_grain_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_grain_3	rom_building_food_farming_grain	in_all_your_regions_in_adjacent_provinces	3.0	2.0	0.0
3c_barb_grain_3	rom_building_food_farming_grain_local_province	regions_in_this_province	3.0	2.0	0.0
3c_barb_grain_3	rom_building_gdp_agriculture_farming	this_building	80.0	40.0	0.0
3c_barb_grain_3	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	40.0	20.0	0.0
3c_barb_grain_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_barb_grain_3	rom_building_road	this_region	7.0	7.0	7.0
3c_barb_grain_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_grain_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_grain_4	rom_building_food_farming_grain	in_all_your_regions_in_adjacent_provinces	4.0	2.0	0.0
3c_barb_grain_4	rom_building_food_farming_grain_local_province	regions_in_this_province	4.0	2.0	0.0
3c_barb_grain_4	rom_building_gdp_agriculture_farming	this_building	100.0	50.0	0.0
3c_barb_grain_4	rom_building_gdp_mod_agriculture_farming	regions_in_this_province	80.0	40.0	0.0
3c_barb_grain_4	rom_building_growth_all	this_province	4.0	4.0	0.0
3c_barb_grain_4	rom_building_road	this_region	11.0	11.0	11.0
3c_barb_grain_4	rom_building_squalor	this_region	5.0	8.0	10.0
3c_barb_grain_4	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_horse_1	rom_building_gdp_agriculture_animal_husbandry	this_building	100.0	50.0	0.0
3c_barb_horse_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_barb_horse_1	rom_building_unit_equipment_cavalry_horse_bonus_i	in_all_your_provinces	5.0	0.0	0.0
3c_barb_horse_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_horse_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_barb_horse_2	rom_building_gdp_agriculture_animal_husbandry	this_building	200.0	100.0	0.0
3c_barb_horse_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_barb_horse_2	rom_building_road	this_region	5.0	5.0	5.0
3c_barb_horse_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_horse_2	rom_building_unit_equipment_cavalry_horse_bonus_ii	in_all_your_provinces	10.0	0.0	0.0
3c_barb_horse_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_horse_3	rom_building_food_consumption	this_region	6.0	6.0	0.0
3c_barb_horse_3	rom_building_gdp_agriculture_animal_husbandry	this_building	300.0	150.0	0.0
3c_barb_horse_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_barb_horse_3	rom_building_road	this_region	11.0	11.0	11.0
3c_barb_horse_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_horse_3	rom_building_unit_equipment_cavalry_horse_bonus_iii	in_all_your_provinces	20.0	0.0	0.0
3c_barb_horse_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_iron_1	rom_building_gdp_industry_manufacture	this_building	100.0	50.0	0.0
3c_barb_iron_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_barb_iron_1	rom_building_resource_iron_production	this_building	50.0	0.0	0.0
3c_barb_iron_1	rom_building_unit_equipment_armour_bronze	in_all_your_provinces	5.0	0.0	0.0
3c_barb_iron_1	rom_building_unit_equipment_weapon_bronze	in_all_your_provinces	5.0	0.0	0.0
3c_barb_iron_1	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_iron_armour_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_barb_iron_armour_2	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
3c_barb_iron_armour_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_barb_iron_armour_2	rom_building_resource_iron_production	this_building	100.0	0.0	0.0
3c_barb_iron_armour_2	rom_building_road	this_region	5.0	5.0	5.0
3c_barb_iron_armour_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_iron_armour_2	rom_building_unit_equipment_armour_silver	in_all_your_provinces	10.0	0.0	0.0
3c_barb_iron_armour_2	rom_building_unit_equipment_shields_silver	in_all_your_provinces	10.0	0.0	0.0
3c_barb_iron_armour_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_iron_armour_3	rom_building_food_consumption	this_region	6.0	6.0	0.0
3c_barb_iron_armour_3	rom_building_gdp_industry_manufacture	this_building	300.0	150.0	0.0
3c_barb_iron_armour_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_barb_iron_armour_3	rom_building_resource_iron_production	this_building	150.0	0.0	0.0
3c_barb_iron_armour_3	rom_building_road	this_region	11.0	11.0	11.0
3c_barb_iron_armour_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_iron_armour_3	rom_building_unit_equipment_armour_gold	in_all_your_provinces	20.0	0.0	0.0
3c_barb_iron_armour_3	rom_building_unit_equipment_shields_gold	in_all_your_provinces	20.0	0.0	0.0
3c_barb_iron_armour_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_iron_weapon_2	rom_building_food_consumption	this_region	2.0	2.0	0.0
3c_barb_iron_weapon_2	rom_building_gdp_industry_manufacture	this_building	200.0	100.0	0.0
3c_barb_iron_weapon_2	rom_building_growth_all	this_province	2.0	2.0	0.0
3c_barb_iron_weapon_2	rom_building_resource_iron_production	this_building	100.0	0.0	0.0
3c_barb_iron_weapon_2	rom_building_road	this_region	5.0	5.0	5.0
3c_barb_iron_weapon_2	rom_building_squalor	this_region	1.0	2.0	2.0
3c_barb_iron_weapon_2	rom_building_unit_equipment_armour_bronze	in_all_your_provinces	5.0	0.0	0.0
3c_barb_iron_weapon_2	rom_building_unit_equipment_weapon_silver	in_all_your_provinces	10.0	0.0	0.0
3c_barb_iron_weapon_2	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_iron_weapon_3	rom_building_food_consumption	this_region	6.0	6.0	0.0
3c_barb_iron_weapon_3	rom_building_gdp_industry_manufacture	this_building	300.0	150.0	0.0
3c_barb_iron_weapon_3	rom_building_growth_all	this_province	3.0	3.0	0.0
3c_barb_iron_weapon_3	rom_building_resource_iron_production	this_building	150.0	0.0	0.0
3c_barb_iron_weapon_3	rom_building_road	this_region	11.0	11.0	11.0
3c_barb_iron_weapon_3	rom_building_squalor	this_region	3.0	5.0	6.0
3c_barb_iron_weapon_3	rom_building_unit_equipment_armour_bronze	in_all_your_provinces	5.0	0.0	0.0
3c_barb_iron_weapon_3	rom_building_unit_equipment_weapon_gold	in_all_your_provinces	20.0	0.0	0.0
3c_barb_iron_weapon_3	rom_region_line_of_sight_extension	this_region	12.0	12.0	12.0
3c_barb_lead_1	rom_building_gdp_industry_mining	this_building	100.0	50.0	0.0
3c_barb_lead_1	rom_building_growth_all	this_province	1.0	1.0	0.0
3c_barb_lead_1	rom_building_public_order_happiness_sanitation	in_all_your_provinces	1.0	1.0	0.0
3c_barb_lead_1	rom_building_resource_lead_production	this_building	40.0	0.0	0.0
