technology	effect	effect_scope	value
3c_rome_civil_economy_procure_egyptian_grain	3c_technology_cost	this_faction	2000.0
3c_rome_civil_economy_procure_egyptian_grain	rom_tech_civil_economy_food_mod	this_faction	6.0
3c_rome_civil_economy_seize_the_imperial_treasury	3c_tech_civil_economy_imperial_treasury	this_faction	300.0
3c_rome_civil_governance_defend_the_empire	3c_building_province_attribute_all_empire	in_all_your_provinces	7.0
3c_rome_civil_governance_expand_city_planning	rom_tech_engineering_construction_castle_cost_mod	in_all_your_regions	-20.0
3c_rome_civil_governance_expand_city_planning	rom_tech_engineering_construction_castle_time_mod	in_all_your_regions	-1.0
3c_rome_civil_governance_fund_communal_garbage_service	3c_technology_cost	this_faction	800.0
3c_rome_civil_governance_fund_communal_garbage_service	rom_building_sanitation	in_all_your_regions	7.0
3c_rome_civil_governance_ogranize_construction_projects	3c_tech_civil_engineering_civil_buildings_cost_mod	in_all_your_regions	-20.0
3c_rome_civil_governance_prosecute_official_misconduct	3c_tech_civil_governance_construction_costs_admin	in_all_your_regions	-30.0
3c_rome_civil_governance_prosecute_official_misconduct	rom_any_corruption_mod_global	this_faction	-15.0
3c_rome_civil_governance_restore_rome_glory	3c_tech_civil_income_own_rome	this_faction	1000.0
3c_rome_civil_top_restore_imperial_rule	rom_building_gdp_mod_all	in_all_your_regions	5.0
3c_rome_civil_top_restore_imperial_rule	rom_tech_civil_economy_food_mod	this_faction	2.0
3c_rome_civil_top_restore_imperial_rule	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	1.0
3c_rome_military_battle_adopt_foreign_tactics	rom_force_unit_mod_auxiliary_melee_attack	in_all_your_armies	12.0
3c_rome_military_battle_adopt_foreign_tactics	rom_force_unit_mod_auxiliary_melee_defence	in_all_your_armies	12.0
3c_rome_military_battle_integrate_foederati	rom_force_unit_mod_infantry_charge_bonus	in_all_your_armies	5.0
3c_rome_military_battle_integrate_foederati	rom_force_unit_mod_infantry_melee_attack	in_all_your_armies	5.0
3c_rome_military_battle_issue_centurion_training	3c_force_unit_mod_heavy_infantry_battle_speed	in_all_your_armies	10.0
3c_rome_military_battle_issue_centurion_training	rom_force_unit_mod_infantry_heavy_melee_defence	in_all_your_armies	15.0
3c_rome_military_battle_motivate_hirelings	3c_force_unit_mod_mercenary_melee_attack	in_all_your_forces	10.0
3c_rome_military_battle_motivate_hirelings	rom_force_unit_mod_morale_mercenary	in_all_your_forces	10.0
3c_rome_military_battle_refine_naval_artillery	rom_force_unit_mod_missile_range_navy_missile_and_artillery	in_all_your_navies	15.0
3c_rome_military_battle_refine_naval_artillery	rom_tech_military_navy_ship_artillary_accuracy_mod	in_all_your_navies	10.0
3c_rome_military_battle_refine_naval_artillery	rom_tech_military_tactics_reload_ship_mod	in_all_your_navies	15.0
3c_rome_military_battle_reforge_legion_aquillae	rom_tech_military_tactics_morale_mod	in_all_your_navies	10.0
3c_rome_military_battle_research_siege_equipment	rom_tech_engineering_siege_siege_tower_armour_mod	in_all_your_armies	25.0
3c_rome_military_battle_research_siege_equipment	rom_tech_engineering_siege_tower_accuracy_mod	in_all_your_armies	15.0
3c_rome_military_battle_research_siege_equipment	rom_tech_engineering_siege_tower_reload_mod	in_all_your_armies	10.0
3c_rome_military_battle_research_siege_equipment	rom_tech_engineering_siege_unlock_siege_machine_armour	in_all_your_armies	25.0
3c_rome_military_battle_research_siege_equipment	rom_tech_military_tactics_accuracy_siege_mod	in_all_your_armies	10.0
3c_rome_military_battle_train_boarding_parties	rom_force_unit_mod_morale	in_all_your_navies	10.0
3c_rome_military_battle_train_boarding_parties	rom_force_unit_mod_ramming_bonus	in_all_your_navies	20.0
3c_rome_military_battle_train_boarding_parties	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	7.0
3c_rome_military_battle_utilize_elite_alae	rom_force_unit_mod_cavalry_charge_bonus	in_all_your_armies	10.0
3c_rome_military_battle_utilize_elite_alae	rom_force_unit_mod_cavalry_melee_attack	in_all_your_armies	7.0
3c_rome_military_battle_utilize_elite_alae	rom_force_unit_mod_cavalry_melee_defence	in_all_your_armies	10.0
3c_rome_military_battle_utilize_elite_alae	rom_force_unit_mod_cavalry_missile_rate	in_all_your_armies	15.0
3c_rome_military_campaign_adopt_defenseindepth_strategy	3c_tech_military_morale_own_territory	in_all_your_forces	10.0
3c_rome_military_campaign_adopt_defenseindepth_strategy	rom_tech_military_management_replenishment	in_all_your_forces	10.0
3c_rome_military_campaign_coordinate_military_effort	rom_force_campaign_mod_movement_range	in_all_your_forces	5.0
3c_rome_military_campaign_coordinate_military_effort	rom_force_campaign_mod_reinforcement_range	all_your_generals	30.0
3c_rome_military_campaign_employ_barbarian_auxiliaries	rom_force_campaign_mod_recruitment_cost_auxiliary	in_all_your_provinces	-15.0
3c_rome_military_campaign_enforce_conscription	rom_building_recruitment_points	in_all_your_provinces	1.0
3c_rome_military_campaign_enforce_conscription	rom_building_recruitment_points_naval	in_all_your_sea_regions	1.0
3c_rome_military_campaign_improve_mercenary_administration	rom_tech_military_management_mercenary_cost	this_faction	-10.0
3c_rome_military_campaign_organize_armatura_drill	rom_building_recruitment_agent_level_champion	in_all_your_provinces	1.0
3c_rome_military_campaign_organize_armatura_drill	rom_tech_agent_champion_action_cost_mod	all_agents	-20.0
3c_rome_military_campaign_rebuild_camps	pel_army_movement_range	in_all_your_forces	10.0
3c_rome_military_campaign_rebuild_camps	rom_tech_military_management_replenishment	in_all_your_armies	5.0
3c_rome_military_campaign_reorganize_siege_provisions	rom_tech_engineering_siege_defence_attrition_mod	all_your_generals	-100.0
3c_rome_military_campaign_reorganize_siege_provisions	rom_tech_engineering_siege_defence_time_mod	all_your_generals	5.0
3c_rome_military_campaign_reorganize_siege_provisions	rom_tech_engineering_siege_offence_attrition_mod	all_your_generals	-100.0
3c_rome_military_campaign_reorganize_siege_provisions	rom_tech_engineering_siege_offence_time_mod	all_your_generals	3.0
3c_rome_military_campaign_set_up_fabricae	rom_force_campaign_mod_recruitment_cost_all	in_all_your_forces	-10.0
3c_rome_military_recruitment_practise_strategic_maneouvres	rom_force_unit_mod_experience_gain_rate	in_all_your_forces	15.0
3c_rome_military_top_march_to_rome	rom_force_unit_mod_morale	in_all_your_forces	5.0
3c_sassanid_civil_culture_expand_your_royal_harems	3c_tech_civil_culture_grant_eunuch_ancillaries	this_faction	1.0
3c_sassanid_civil_culture_hire_royal_astronomers	3c_technology_cost	this_faction	600.0
3c_sassanid_civil_culture_hire_royal_astronomers	rom_building_research_points	this_faction	15.0
3c_sassanid_civil_culture_hire_royal_astronomers	rom_tech_civil_philosophy_political_political_event_mod	this_faction	-25.0
3c_sassanid_civil_culture_impress_your_magnificence	3c_tech_civil_culture_diplomacy_arabian	this_faction	15.0
3c_sassanid_civil_culture_impress_your_magnificence	3c_tech_civil_culture_diplomacy_eastern	this_faction	15.0
3c_sassanid_civil_culture_persecute_manicheans	3c_tech_civil_engineering_cult_buildings_demolition_cost_mod	in_all_your_regions	-70.0
3c_sassanid_civil_culture_proclaim_support_kartir	rom_building_recruitment_agent_level_dignitary	in_all_your_provinces	1.0
3c_sassanid_civil_culture_proclaim_support_kartir	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	2.0
3c_sassanid_civil_culture_venerate_Shapur_I	rom_tech_civil_philosophy_conversion_mod	this_faction	8.0
3c_sassanid_civil_culture_venerate_Shapur_I	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	4.0
3c_sassanid_civil_economy_control_silk_roads	3c_tech_civil_economy_banditry_reduce_all	this_faction	-10.0
3c_sassanid_civil_economy_control_silk_roads	3c_tech_civil_economy_silk_road	this_faction	40.0
3c_sassanid_civil_economy_control_silk_roads	rom_tech_civil_economy_trade_gdp_mod	in_all_your_regions	20.0
3c_sassanid_civil_economy_hire_roman_translators	3c_technology_cost	this_faction	500.0
3c_sassanid_civil_economy_plan_your_grand_canals	rom_building_sanitation	in_all_your_regions	5.0
3c_sassanid_civil_economy_plan_your_grand_canals	rom_tech_civil_economy_food_mod	this_faction	3.0
3c_sassanid_civil_economy_tax_your_nobility	3c_tech_civil_economy_tax_nobility	this_faction	300.0
3c_sassanid_civil_governance_control_your_urban_development	rom_building_cost_mod_buildings_city_centre	in_all_your_regions	-20.0
3c_sassanid_civil_governance_demand_zealous_labour	rom_tech_engineering_construction_castle_time_mod	in_all_your_regions	-2.0
3c_sassanid_civil_governance_extend_peasant_class_rights	rom_tech_civil_economy_growth_mod	in_all_your_provinces	5.0
3c_sassanid_civil_governance_glorify_illoustrous_lineage	rom_tech_civil_philosophy_happiness_mod	in_all_your_provinces	4.0
3c_sassanid_civil_governance_glorify_illoustrous_lineage	rom_tech_civil_philosophy_political_political_event_mod	this_faction	-20.0
3c_sassanid_civil_governance_promote_your_trusted_councillors	rom_faction_political_party_loyalty	this_faction	20.0
3c_sassanid_civil_governance_shahanshah_irean_ud_aneran	3c_tech_civil_governance_happiness_empire	in_all_your_provinces	4.0
3c_sassanid_civil_governance_shahanshah_irean_ud_aneran	3c_tech_civil_governance_slave_penalty_empire	in_all_your_provinces	-100.0
3c_sassanid_civil_top_oversee_trade	3c_tech_civil_trade_tariff_mod_client_states	this_faction	50.0
3c_sassanid_military_battle_motivate_your_hirelings	3c_force_unit_mod_mercenary_melee_attack	in_all_your_forces	10.0
3c_sassanid_military_battle_motivate_your_hirelings	rom_force_unit_mod_morale_mercenary	in_all_your_forces	10.0
3c_sassanid_military_battle_order_additional_pack_camels	3c_force_unit_mod_cavalry_and_infantry_ammunition	in_all_your_forces	25.0
3c_sassanid_military_battle_order_additional_pack_camels	3c_force_unit_mod_cavalry_and_infantry_battle_speed	in_all_your_forces	10.0
3c_sassanid_military_battle_praise_your_outriders	3c_force_unit_mod_cavalry_light_morale	in_all_your_armies	10.0
3c_sassanid_military_battle_praise_your_outriders	rom_force_unit_mod_cavalry_light_movement_speed	in_all_your_armies	10.0
3c_sassanid_military_battle_refine_your_naval_artillery	rom_force_unit_mod_missile_range_navy_missile_and_artillery	in_all_your_navies	15.0
3c_sassanid_military_battle_refine_your_naval_artillery	rom_tech_military_navy_ship_artillary_accuracy_mod	in_all_your_navies	10.0
3c_sassanid_military_battle_refine_your_naval_artillery	rom_tech_military_tactics_reload_ship_mod	in_all_your_navies	15.0
3c_sassanid_military_battle_rekindle_old_rivalry	3c_force_unit_mod_melee_attack_versus_romans	in_all_your_forces	15.0
3c_sassanid_military_battle_rekindle_old_rivalry	3c_force_unit_mod_melee_defence_versus_romans	in_all_your_forces	15.0
3c_sassanid_military_battle_rekindle_old_rivalry	3c_force_unit_mod_morale_versus_romans	in_all_your_forces	15.0
3c_sassanid_military_battle_research_your_machines_of_war	rom_force_unit_mod_artillery_damage	in_all_your_forces	20.0
3c_sassanid_military_battle_research_your_machines_of_war	rom_force_unit_mod_artillery_rate	in_all_your_forces	15.0
3c_sassanid_military_battle_reward_your_kataphractoi	3c_force_unit_mod_cavalry_heavy_armour	in_all_your_armies	10.0
3c_sassanid_military_battle_reward_your_kataphractoi	3c_force_unit_mod_cavalry_heavy_charge	in_all_your_armies	10.0
3c_sassanid_military_battle_reward_your_kataphractoi	3c_technology_cost	this_faction	1000.0
3c_sassanid_military_battle_summon_your_immortals	3c_force_unit_mod_heavy_armour	in_all_your_forces	8.0
3c_sassanid_military_battle_summon_your_immortals	3c_force_unit_mod_heavy_melee_attack	in_all_your_forces	8.0
3c_sassanid_military_battle_summon_your_immortals	3c_force_unit_mod_heavy_melee_defence	in_all_your_forces	8.0
3c_sassanid_military_battle_summon_your_immortals	3c_force_unit_mod_heavy_morale	in_all_your_forces	8.0
3c_sassanid_military_battle_teach_sailors_fight	rom_force_unit_mod_morale	in_all_your_navies	10.0
3c_sassanid_military_battle_teach_sailors_fight	rom_force_unit_mod_ramming_bonus	in_all_your_navies	20.0
3c_sassanid_military_battle_teach_sailors_fight	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	7.0
3c_sassanid_military_campaign_conquer_the_sands	3c_tech_military_desert_attrition_immunity	this_faction	1.0
3c_sassanid_military_campaign_conquer_the_sands	rom_tech_military_management_replenishment	in_all_your_armies	15.0
3c_sassanid_military_campaign_employ_mardomard_champions	3c_tech_civil_champion_attributes_mod	all_agents	1.0
3c_sassanid_military_campaign_employ_mardomard_champions	rom_tech_agent_champion_success_mod	all_agents	15.0
3c_sassanid_military_campaign_enforce_conscription	rom_building_recruitment_points	in_all_your_provinces	1.0
3c_sassanid_military_campaign_enforce_conscription	rom_building_recruitment_points_naval	in_all_your_sea_regions	1.0
3c_sassanid_military_campaign_enforce_voluntary_service	rom_tech_military_management_upkeep_mod	in_all_your_forces	-10.0
3c_sassanid_military_campaign_hasten_your_military_expanse	3c_tech_civil_engineering_military_build_time_mod	in_all_your_regions	-2.0
3c_sassanid_military_campaign_hasten_your_military_expanse	rom_building_cost_mod_buildings_military	in_all_your_regions	-20.0
3c_sassanid_military_campaign_hire_nisean_breeders	3c_technology_cost	this_faction	600.0
3c_sassanid_military_campaign_hire_nisean_breeders	rom_force_campaign_mod_movement_range	in_all_your_forces	15.0
3c_sassanid_military_campaign_improve_your_mercenary_administration	rom_tech_military_management_mercenary_cost	this_faction	-10.0
3c_sassanid_military_campaign_optimize_your_shahrab_system	rom_faction_mercenary_levy_units_per_region_mod	this_faction	2.0
3c_sassanid_military_campaign_starve_your_enemies	rom_tech_engineering_siege_defence_attrition_mod	in_all_your_forces	-100.0
3c_sassanid_military_campaign_starve_your_enemies	rom_tech_engineering_siege_defence_time_mod	all_your_generals	5.0
3c_sassanid_military_campaign_starve_your_enemies	rom_tech_engineering_siege_offence_attrition_mod	in_all_your_forces	-100.0
3c_sassanid_military_campaign_starve_your_enemies	rom_tech_engineering_siege_offence_time_mod	all_your_generals	3.0
3c_sassanid_military_recruitment_practice_your_strategic_maneouvres	rom_force_unit_mod_experience_gain_rate	in_all_your_forces	15.0
3c_sassanid_military_top_order_paygan_training	3c_force_unit_mod_tier_one_attack	in_all_your_forces	10.0
3c_sassanid_military_top_order_paygan_training	3c_force_unit_mod_tier_one_defence	in_all_your_forces	10.0
3c_saxoni_civil_culture_adopt_new_ways	3c_tech_civil_engineering_building_conversion_mod	in_all_your_regions	-50.0
3c_saxoni_civil_economy_expand_food_storages	3c_tech_civil_economy_food_barb_commons	in_all_your_regions	2.0
3c_saxoni_civil_economy_expand_harbours	3c_tech_civil_engineering_port_build_time_mod	in_all_your_regions	-1.0
3c_saxoni_civil_economy_expand_harbours	rom_tech_engineering_construction_port_cost_mod	in_all_your_regions	-50.0
3c_saxoni_civil_economy_explore_trade_routes	rom_building_gdp_mod_trade_sea	in_all_your_regions	25.0
3c_saxoni_civil_top_adopt_way_of_sea	3c_tech_civil_economy_food_ports	in_all_your_regions	2.0
3c_saxoni_military_battle_brave_the_waves	rom_force_unit_mod_assault_ship_melee_attack	in_all_your_navies	12.0
3c_saxoni_military_battle_brave_the_waves	rom_force_unit_mod_hull_armour	in_all_your_navies	12.0
3c_saxoni_military_battle_brave_the_waves	rom_tech_military_navy_battle_speed_mod	in_all_your_navies	12.0
3c_saxoni_military_battle_seek_out_rich_settlements	3c_force_unit_mod_siege_attack_morale	in_all_your_forces	15.0
3c_saxoni_military_campaign_copy_roman_ships_construction	rom_force_campaign_mod_recruitment_cost_naval	in_all_your_sea_regions	-10.0
3c_saxoni_military_campaign_scourge_the_seas	3c_force_mod_income_raiding_sacking_naval_desc	in_all_your_navies	200.0
3c_saxoni_military_campaign_scourge_the_seas	rom_general_force_mod_slave_capture	in_all_your_navies	50.0
3c_saxoni_military_top_employ_master_shipbuilders	rom_tech_military_management_ship_cost_mod	in_all_your_sea_regions	-10.0
dk_afr_ara_civil_top_goat_husbandry	rom_building_gdp_mod_agriculture_animal_husbandry	in_all_your_regions	1.0
dk_afr_military_siege_ammunition_stores	rom_tech_engineering_siege_defence_ammunition	in_all_your_forces	25.0
dk_afr_military_siege_ammunition_stores	rom_tech_engineering_siege_defence_attrition_mod	all_your_generals	-40.0
dk_afr_military_siege_ammunition_stores	rom_tech_military_tactics_reload_siege_mod	in_all_your_armies	20.0
dk_afr_military_siege_armoured_siege_engineers	rom_tech_engineering_siege_defence_time_mod	in_all_your_regions	1.0
dk_afr_military_siege_armoured_siege_engineers	rom_tech_engineering_siege_siege_tower_armour_mod	in_all_your_armies	25.0
